Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,SYY,0,0,0,0,37280000000.0,45250000000.0,23.82,18.99,1.88,0.62,15.65,0.75,13.3,2.65,4.4,8.96,66.36,59950000000.0,115.62,2.2,11090000000.0,3400000000.0,1590000000.0,3.02,33.3,521620000.0,1.01,8700000000.0,362.96,1.3,4.6,2400000000.0,1700000000.0,0.68,71.85,68.1,2360000.0,513980000.0,513030000.0,0.21,81.71,9780000.0,3.92,2.03,10830000.0
0,0,T,0,0,0,0,243210000000.0,446100000000.0,12.56,9.18,5.15,1.37,1.31,2.51,7.71,10.59,17.65,3.94,11.43,177550000000.0,25.13,17.8,91340000000.0,57880000000.0,18800000000.0,2.65,-12.1,6560000000.0,0.9,196440000000.0,100.76,0.72,25.37,45710000000.0,32020000000.000004,0.81,32.53,31.15,27930000.0,6500000000.0,7290000000.0,0.07,55.44,90110000.0,3.29,1.24,90940000.0
0,0,TAP,0,0,0,0,11830000000.0,22430000000.0,11.89,11.32,56.62,1.1,0.86,2.09,9.32,9.22,14.72,3.29,7.27,10740000000.0,49.69,-1.2,4190000000.0000005,2410000000.0,989800000.0,4.57,-45.6,234400000.0,1.08,10340000000.0,74.42,0.56,63.06,1920000000.0,850650000.0,0.97,55.97,59.69,1550000.0,196190000.0,175700000.0,11.69,86.43,8320000.0,4.66,4.56,9430000.0
0,0,TDC,0,0,0,0,4250000000.0,4190000000.0000005,161.56,18.0,1.35,2.0,9.11,1.97,32.49,1.27,2.21,1.27,4.86,2130000000.0,18.0,-7.5,1030000000.0,129000000.0,27000000.0,0.22,,723000000.0,6.17,633000000.0,135.55,1.42,3.99,229000000.0,77120000.0,1.2,35.48,41.46,1230000.0,117100000.0,115690000.0,0.01,26.7,14180000.0,10.23,16.11,13270000.0
0,0,TE,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TEG,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TEL,0,0,0,0,30750000000.0,35110000000.0,11.37,15.13,1.64,2.22,3.13,2.54,11.51,20.43,17.12,7.7,30.18,13850000000.0,40.2,-4.2,4750000000.0,3050000000.0,2940000000.0,8.16,-10.4,565000000.0,1.68,4010000000.0,40.14,1.41,29.63,2580000000.0,1570000000.0,1.24,91.62,85.6,1170000.0,339180000.0,336060000.0,68.53,0.0,2100000.0,1.96,0.62,3440000.0
0,0,TER,0,0,0,0,7640000000.0,7400000000.0,17.61,15.3,2.05,3.62,5.27,3.51,12.15,22.49,23.36,10.96,28.08,2109999999.9999998,11.56,1.4,1220000000.0,609490000.0,473940000.0,2.55,25.5,904820000.0,5.28,438830000.0,29.85,3.61,8.53,576830000.0,336580000.0,1.6,45.17,41.33,2080000.0,171400000.0,170470000.0,0.57,103.71,7990000.0,4.31,4.64,7840000.0
0,0,TGT,0,0,0,0,43230000000.0,58450000000.0,15.1,13.68,1.77,0.57,3.98,0.77,8.58,3.95,5.68,6.8,26.98,76200000000.0,145.62,5.0,22060000000.0,6810000000.0,3000000000.0,5.72,10.7,1170000000.0,2.29,14650000000.0,131.74,0.88,21.7,5780000000.0,1480000000.0,0.84,85.4,77.09,5160000.0,515510000.0,511490000.0,0.16,85.83,21650000.0,3.41,4.21,26970000.0
0,0,THC,0,0,0,0,2000000000.0,19960000000.0,,6.82,0.27,0.11,,1.1,7.31,-0.04,10.59,5.19,14.13,18160000000.0,177.23,-3.3,6660000000.0,2730000000.0,-17000000.0,-0.07,,252000000.0,2.44,15830000000.0,749.27,1.23,-1.3,946000000.0,665880000.0,2.11,20.55,23.38,1670000.0,102500000.0,83020000.0,2.53,104.42,10310000.0,7.93,17.06,10170000.0
0,0,TIBX,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TIF,0,0,0,0,11280000000.0,12720000000.0,20.09,17.43,2.18,2.56,3.58,2.88,13.13,12.9,16.6,7.81,17.68,4410000000.0,36.12,-2.9,2810000000.0,968600000.0,569300000.0,4.64,-12.0,762700000.0,6.28,2200000000.0,69.41,4.17,26.02,463100000.0,200990000.0,1.41,92.48,94.89,1600000.0,121420000.0,113570000.0,0.95,98.78,11840000.0,6.23,11.01,10870000.0
0,0,TJX,0,0,0,0,68120000000.00001,75850000000.0,22.86,19.44,2.42,1.72,13.19,1.92,15.06,7.69,10.61,14.37,58.56,39560000000.0,32.12,6.8,11140000000.0,5040000000.0,3040000000.0,2.44,-2.3,2240000000.0,1.84,11200000000.0,218.23,1.23,4.23,3510000000.0,2080000000.0,0.9,52.48,51.38,5790000.0,1210000000.0,1210000000.0,0.06,93.42,14870000.0,2.27,1.23,12410000.0
0,0,TM,0,0,0,0,181330000000.0,180400000000.0,7.73,,,,1.02,,,6.23,0.0,3.02,10.05,,,2.2,,,,16.36,-4.4,,,,101.5,1.04,123.5,,,0.72,123.15,121.49,1490000000.0,1490000000.0,1080000000.0,0.0,0.75,2.97,2.97,,3.52
0,0,TMK,0,0,0,0,10130000000.0,11290000000.0,14.58,12.76,1.73,2.33,1.66,2.59,11.5,16.39,22.25,2.56,12.02,4350000000.0,38.9,4.6,1230000000.0,982160000.0,713190000.0,6.25,6.8,193100000.0,1.76,1650000000.0,27.3,0.47,54.98,1320000000.0,1030000000.0,1.07,88.7,84.48,109940000.0,109940000.0,101180000.0,1.84,78.78,3300000.0,7.4,3.46,3230000.0
0,0,TMO,0,0,0,0,117660000000.0,136389999999.99998,37.62,21.74,2.19,4.78,4.25,5.54,21.85,12.89,16.22,4.45,11.8,24630000000.0,61.35,4.6,10870000000.0,6240000000.0,3170000000.0,7.83,40.8,1110000000.0,2.77,18890000000.0,68.22,1.68,69.24,5110000000.0,3610000000.0,1.21,285.13,262.68,1590000.0,399970000.0,399150000.0,0.19,90.67,2620000.0,1.76,0.66,2800000.0
0,0,TRIP,0,0,0,0,6330000000.0,5730000000.0,47.92,20.69,1.53,3.92,4.2,3.55,23.19,8.31,12.15,5.29,9.25,1610000000.0,11.7,-0.5,1530000000.0,247000000.0,134000000.0,0.95,420.0,811000000.0,5.83,172000000.0,11.41,2.04,10.84,413000000.0,329620000.0,0.58,45.55,51.51,1680000.0,126230000.0,107370000.0,15.1,101.58,12300000.0,9.12,11.7,12710000.0
0,0,TROW,0,0,0,0,25580000000.0,25270000000.0,14.31,13.72,4.67,4.76,4.07,4.7,10.28,35.3,42.72,18.12,27.37,5370000000.0,22.36,-0.1,3130000000.0,2460000000.0,1850000000.0,7.59,13.0,1660000000.0,7.01,161900000.0,2.25,2.19,26.69,1680000000.0,1770000000.0,1.03,106.14,100.92,1040000.0,236480000.0,229310000.0,2.78,74.19,5140000.0,4.43,2.23,5680000.0
0,0,TRV,0,0,0,0,39510000000.0,43260000000.0,15.38,12.78,1.17,1.29,1.63,1.41,10.05,8.64,11.42,2.08,11.2,30670000000.0,115.56,5.3,7610000000.0,4300000000.0,2630000000.0,9.84,19.0,4450000000.0,17.0,7440000000.0,30.57,0.4,92.94,4460000000.0,9100000000.0,0.8,149.92,136.39,1250000.0,261269999.99999997,255050000.0,0.48,82.0,4480000.0,3.28,1.72,4280000.0
0,0,TSLA,0,0,0,0,44300000000.0,53440000000.0,,47.41,-1.2,1.96,9.03,2.37,29.61,-4.29,-0.59,-0.3,-16.08,22590000000.0,131.75,33.2,4040000000.0,1800000000.0,-968680000.0,-5.69,,2200000000.0,12.65,12700000000.0,210.39,0.83,26.52,1860000000.0,-494580000.0,0.34,212.48,266.91,11400000.0,172720000.0,128460000.00000001,24.98,62.93,41400000.0,3.89,30.7,43630000.0
0,0,TSN,0,0,0,0,29620000000.0,42070000000.0,14.53,12.25,2.51,0.73,2.21,1.03,10.25,5.05,7.64,6.41,16.03,40690000000.0,111.78,6.9,5230000000.0,4099999999.9999995,2060000000.0,5.6,35.2,362000000.0,0.99,12370000000.0,91.27,1.38,36.79,2760000000.0,1590000000.0,0.6,80.36,69.58,2880000.0,294800000.0,289860000.0,2.53,90.29,6140000.0,1.83,2.46,5350000.0
0,0,TSO,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TSS,0,0,0,0,23280000000.0,27280000000.0,40.39,23.78,2.42,5.71,9.93,6.69,23.8,14.63,21.18,7.05,24.48,4080000000.0,22.5,4.8,1540000000.0,1150000000.0,596420000.0,3.27,13.9,494650000.0,2.8,4410000000.0,187.61,2.17,13.3,1060000000.0,677880000.0,0.51,125.32,101.15,1810000.0,176940000.0,174320000.0,1.64,82.69,3760000.0,1.66,2.15,2340000.0
0,0,TWC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TWX,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TXN,0,0,0,0,109900000000.0,111500000000.0,21.1,20.28,2.78,7.05,12.81,7.15,15.1,34.84,41.39,23.08,56.69,15590000000.0,16.25,-5.1,10280000000.0,7380000000.0,5390000000.0,5.51,-10.9,4090000000.0,4.36,6150000000.0,72.23,3.68,9.07,7180000000.0,4580000000.0,1.26,110.88,107.65,4650000.0,983110000.0,936040000.0,0.29,88.04,18760000.0,4.17,2.0,17610000.0
0,0,TXT,0,0,0,0,11970000000.0,15750000000.0,10.63,12.89,1.23,0.87,2.33,1.14,9.99,8.79,8.29,4.85,22.19,13780000000.0,56.55,-5.7,2350000000.0,1580000000.0,1210000000.0,4.92,-5.3,646000000.0,2.78,4190000000.0000005,80.07,2.17,22.49,976000000.0,709370000.0,1.89,50.03,51.02,1500000.0,232760000.0,231820000.0,0.26,84.79,5020000.0,3.88,2.81,6130000.0
0,0,TYC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,UA,0,0,0,0,11040000000.0,11390000000.0,1642.86,44.23,,2.12,5.06,2.18,29.96,0.12,3.8,2.84,0.32,5210000000.0,11.65,1.6,2360000000.0,380030000.0,6420000.0,0.01,,288730000.0,0.64,1290000000.0,63.04,2.02,4.55,516419999.99999994,405400000.0,0.98,22.33,19.87,2210000.0,228550000.0,379910000.0,15.56,67.89,10600000.0,5.17,,12060000.0
0,0,UNH,0,0,0,0,248280000000.0,262600000000.00003,20.16,15.63,1.25,1.07,4.78,1.13,13.13,5.45,7.83,7.15,24.01,231370000000.0,240.76,9.3,53850000000.0,20000000000.0,12620000000.0,12.88,22.2,15710000000.0,16.53,38340000000.0,67.85,0.68,54.28,10580000000.0,5870000000.0,0.68,245.41,247.4,5540000.0,950340000.0,944270000.0,0.59,88.17,6660000.0,1.8,0.7,7190000.0
0,0,UNM,0,0,0,0,6540000000.0,8790000000.0,13.32,5.58,1.01,0.56,0.76,0.75,9.63,4.54,6.92,0.8,5.72,11690000000.0,53.67,3.0,2570000000.0,913400000.0,530799999.99999994,2.43,2.7,1260000000.0,5.93,3080000000.0,34.04,11.28,42.68,1750000000.0,-163300000.0,1.6,33.23,34.47,1950000.0,211880000.0,210890000.0,0.46,97.11,6920000.0,3.73,3.69,6800000.0
0,0,UNP,0,0,0,0,121260000000.0,146100000000.0,20.95,16.8,1.47,5.33,6.84,6.43,13.61,26.59,37.54,8.96,28.71,22740000000.0,30.9,-1.7,11760000000.0,10730000000.0,6050000000.0,8.18,6.2,1120000000.0,1.58,27190000000.0,153.26,0.75,25.04,8740000000.0,3980000000.0,1.16,169.28,165.31,3120000.0,770250000.0,706710000.0,0.33,81.34,5720000.0,1.75,0.8,6890000.0
0,0,UPS,0,0,0,0,88300000000.0,108150000000.0,19.6,12.69,1.87,1.23,25.5,1.5,14.34,6.34,7.46,6.94,187.53,71910000000.0,83.04,0.3,13130000000.0,7540000000.0,4560000000.0,5.24,-17.4,5110000000.0,5.94,25780000000.0,739.66,1.13,4.03,10920000000.0,664500000.0,1.42,99.58,104.53,3110000.0,697530000.0,697460000.0,0.01,69.88,12520000.0,3.78,1.8,13070000.0
0,0,URBN,0,0,0,0,2290000000.0,3010000000.0,8.76,8.64,0.93,0.58,1.67,0.76,6.22,7.31,9.37,8.74,20.71,3960000000.0,36.9,1.0,1350000000.0,484620000.0,289330000.0,2.66,-21.0,520360000.0,5.31,1310000000.0,90.24,1.76,13.98,418400000.0,299020000.0,0.79,23.36,28.78,3100000.0,103990000.0,70810000.0,37.7,81.25,11510000.0,3.17,14.67,11420000.0
0,0,USB,0,0,0,0,84750000000.0,129710000000.00002,12.77,11.84,2.13,4.05,1.85,6.2,,34.04,42.47,1.53,13.95,20910000000.0,12.9,2.0,20810000000.0,,6800000000.0,4.18,1.4,19460000000.0,12.22,56890000000.0,,,28.81,10430000000.0,,1.19,52.19,50.76,5300000.0,1590000000.0,1460000000.0,0.14,77.11,17030000.0,3.18,1.07,18330000.0
0,0,UTX,0,0,0,0,113500000000.0,155160000000.0,20.42,15.06,1.9,1.63,2.82,2.23,13.07,7.64,13.04,4.81,15.29,69620000000.0,85.3,20.5,16660000000.0,11880000000.0,5320000000.0,6.44,3.8,6240000000.0,7.31,47790000000.0,113.63,1.13,46.58,7370000000.0,5500000000.0,1.34,129.15,126.34,3450000.0,862290000.0,763520000.0,0.09,81.86,5930000.0,1.36,0.77,5980000.0
0,0,V,0,0,0,0,409750000000.0,402620000000.0,37.25,29.03,2.1,18.91,13.69,18.58,27.57,51.34,65.9,12.85,32.55,21670000000.0,9.8,8.3,19920000000.0,14610000000.0,10740000000.0,4.84,14.3,11520000000.0,5.27,16629999999.999998,48.52,1.62,13.17,12340000000.0,10580000000.0,0.83,169.64,154.33,7010000.0,1740000000.0,1730000000.0,0.1,94.93,27980000.0,3.62,1.59,26980000.0
0,0,VALE,0,0,0,0,72890000000.0,70820000000.0,21.22,7.6,2.09,,1.63,,,10.27,0.0,9.17,8.79,,,10.8,53280000000.0,,,0.65,,,,,53.41,1.21,8.42,,,0.32,13.0,12.91,20320000.0,5130000000.0,3150000000.0,0.07,20.37,20790000.0,1.08,,21970000.0
0,0,VAR,0,0,0,0,11880000000.0,11880000000.0,32.08,24.68,4.33,3.92,6.94,3.92,21.47,12.56,15.82,8.95,23.87,3030000000.0,33.24,6.8,1270000000.0,553500000.0,380800000.0,4.12,21.0,546300000.0,6.01,,,1.72,19.03,337900000.0,267050000.0,0.94,132.49,132.0,90950000.0,90950000.0,90690000.0,0.26,95.14,1560000.0,3.49,1.92,1650000.0
0,0,VFC,0,0,0,0,34750000000.0,36730000000.0,27.82,22.65,5.0,2.51,8.07,2.65,16.61,9.1,13.79,11.55,31.53,13850000000.0,35.04,5.5,7090000000.0,2210000000.0,1260000000.0,3.14,-49.0,543010000.0,1.37,2790000000.0,64.82,1.76,10.83,1660000000.0,1480000000.0,1.43,85.95,81.82,1960000.0,397150000.0,394510000.0,0.67,86.2,6030000.0,3.24,1.84,5450000.0
0,0,VIAB,0,0,0,0,12920000000.0,21380000000.0,7.85,7.37,2.16,1.01,1.59,1.67,7.05,12.63,22.1,7.65,20.94,12770000000.0,31.68,-6.0,6060000000.0,3030000000.0,1580000000.0,4.0,41.4,486000000.0,1.21,8960000000.0,108.23,1.29,19.78,2240000000.0,6520000000.0,1.04,29.64,28.96,3820000.0,353640000.0,362780000.0,0.28,96.09,21210000.0,5.06,6.01,20660000.0
0,0,VITC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,VLO,0,0,0,0,35850000000.0,43870000000.0,12.87,8.04,1.54,0.33,1.66,0.4,7.05,2.56,3.75,5.06,13.14,109370000000.0,259.01,-8.2,7440000000.0,6230000000.0,2780000000.0,6.58,-69.9,2780000000.0,6.66,11380000000.0,52.23,1.43,51.07,5110000000.0,1720000000.0,1.65,78.33,82.22,3610000.0,417240000.0,415840000.0,0.34,81.53,6600000.0,1.95,1.59,5400000.0
0,0,VMC,0,0,0,0,17790000000.0,21580000000.0,34.46,23.56,1.51,3.93,3.44,4.77,18.92,11.63,17.57,5.03,10.43,4520000000.0,34.22,16.6,1100000000.0,1140000000.0,528380000.0,3.94,19.5,30840000.0,0.23,3390000000.0,65.05,1.64,39.5,855970000.0,311410000.0,0.89,132.86,118.24,132090000.0,132090000.0,131710000.00000001,0.23,98.78,4900000.0,5.06,4.17,5270000.0
0,0,VNO,0,0,0,0,12500000000.0,24750000000.0,21.38,60.37,2.15,5.71,3.5,11.3,24.38,28.96,27.45,2.18,10.72,2190000000.0,11.5,2.9,1190000000.0,1020000000.0,583240000.0,3.05,1904.4,326660000.0,1.71,9200000000.0,154.4,1.27,18.62,601340000.0,1190000000.0,0.93,66.32,66.87,190740000.0,190740000.0,176420000.0,9.5,90.14,3480000.0,3.82,2.36,2630000.0
0,0,VPRT,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,VRSN,0,0,0,0,26000000000.0,25470000000.0,43.55,39.17,5.23,21.28,,20.84,30.68,49.98,64.01,20.26,,1220000000.0,10.26,2.4,1020000000.0,830070000.0,610750000.0,5.01,21.1,1250000000.0,10.51,1790000000.0,,1.4,-11.78,795110000.0,506710000.0,0.87,205.41,184.38,119410000.0,119410000.0,97450000.0,1.12,96.5,1340000.0,2.6,1.28,1210000.0
0,0,VTR,0,0,0,0,25960000000.0,36480000000.0,54.72,52.25,7.91,6.99,2.45,9.82,20.14,12.29,25.04,2.52,4.34,3710000000.0,10.42,1.4,2009999999.9999998,1810000000.0,456550000.0,1.27,59.8,82510000.0,0.23,10900000000.0,104.72,0.6,28.32,1410000000.0,1070000000.0000001,0.28,67.11,63.32,2380000.0,356470000.0,357320000.0,0.37,91.09,6940000.0,2.04,2.7,5140000.0
0,0,VZ,0,0,0,0,237160000000.0,371250000000.0,14.66,11.7,4.73,1.81,4.2,2.83,7.64,12.21,23.83,7.13,30.11,131220000000.0,31.72,1.1,75660000000.0,48580000000.0,16010000000.000002,3.87,10.7,2320000000.0,0.56,136229999999.99998,237.09,0.87,13.51,34770000000.0,17320000000.0,0.51,57.47,57.07,13460000.0,4130000000.0,4130000000.0,0.03,68.11,32740000.000000004,2.29,0.79,28340000.0
0,0,WAG,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WAT,0,0,0,0,14950000000.0,15170000000.0,27.53,21.12,2.19,6.22,15.57,6.31,18.28,24.59,30.19,11.72,38.33,2400000000.0,31.96,-3.2,1430000000.0,830000000.0,590830000.0,7.8,-2.6,1170000000.0,16.8,1240000000.0,128.47,3.44,13.8,604380000.0,347600000.0,1.08,209.44,221.39,69480000.0,69480000.0,66110000.0,4.85,98.52,3800000.0,6.19,6.06,3280000.0
0,0,WDC,0,0,0,0,16710000000.0,21970000000.0,82.58,15.39,-0.74,0.93,1.56,1.22,6.43,1.1,8.54,3.45,1.85,18050000000.0,61.56,-26.7,7710000000.0,3420000000.0,199000000.0,0.66,,3700000000.0,12.62,10580000000.0,103.63,2.11,34.86,2240000000.0,1760000000.0,2.19,41.68,45.23,6340000.0,293000000.0,291610000.0,0.34,86.15,17910000.0,3.42,6.94,16270000.0
0,0,WEC,0,0,0,0,27090000000.0,39160000000.0,24.84,22.85,4.18,3.49,2.7,5.04,16.61,14.02,19.22,2.85,11.0,7770000000.0,24.63,4.0,2510000000.0,2360000000.0,1090000000.0,3.44,7.7,30600000.0,0.1,11890000000.0,117.58,0.69,31.65,2290000000.0,-610750000.0,0.23,83.41,77.32,1510000.0,315440000.0,314760000.0,0.22,77.25,12250000.0,7.29,4.39,9090000.0
0,0,WFC,0,0,0,0,209410000000.0,240570000000.0,10.46,9.38,1.18,2.5,1.21,2.87,,27.61,36.37,1.24,11.62,83720000000.0,17.75,-4.5,84700000000.0,,21460000000.0,4.52,14.1,350140000000.0,77.91,355730000000.0,,,39.03,28790000000.0,,1.19,46.14,47.84,19630000.0,4490000000.0,4050000000.0,77.8,0.0,28990000.0,1.55,0.64,24520000.0
0,0,WFM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WGO,0,0,0,0,1180000000.0,1480000000.0,10.83,9.36,0.7,0.59,1.96,0.74,8.06,5.51,8.02,9.74,19.79,1990000000.0,63.13,-5.9,299840000.0,183260000.0,109720000.0,3.46,11.2,4179999.9999999995,0.13,259570000.0,43.05,1.91,19.14,105180000.0,36230000.0,1.13,36.35,32.58,31870000.0,31870000.0,29000000.0,3.14,97.44,4730000.0,12.77,17.53,4390000.0
0,0,WHR,0,0,0,0,8940000000.0,16280000000.000002,47.87,8.64,1.98,0.43,3.19,0.78,8.64,0.93,6.11,3.98,4.95,20890000000.0,319.24,-3.1,3540000000.0,1880000000.0,194000000.0,2.96,401.1,1160000000.0,18.36,7530000000.0,202.42,0.83,44.48,1050000000.0,535250000.0,1.98,134.24,132.68,63340000.0,63340000.0,62700000.0,1.01,95.9,4110000.0000000005,5.96,8.67,3510000.0
0,0,WIN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2352,0.4133,1050000.0,,,,,,,,
0,0,WLP,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WM,0,0,0,0,50040000000.0,64120000000.00001,26.87,24.85,3.18,3.31,7.75,4.25,15.1,12.43,18.22,7.56,30.04,15100000000.0,35.37,5.3,5670000000.0,4250000000.0,1880000000.0,4.36,-12.4,57000000.0,0.13,10750000000.0,167.59,0.69,15.1,3650000000.0,1480000000.0,0.6,113.65,103.24,1660000.0,424680000.0,423680000.0,0.34,81.45,3580000.0,1.92,0.84,3930000.0
0,0,WMB,0,0,0,0,34970000000.0,59740000000.0,,25.47,2.83,4.04,2.43,6.9,16.03,-1.29,23.3,2.71,0.87,8650000000.0,8.09,-1.6,4330000000.0,3730000000.0,-114000000.0,-0.11,28.3,43000000.0,0.04,23500000000.0,149.45,0.31,11.87,3370000000.0,-646370000.0,1.41,27.47,27.15,6350000.0,1210000000.0,1210000000.0,0.13,91.82,27460000.0,3.9,2.56,22910000.0
0,0,WMT,0,0,0,0,323500000000.0,395900000000.0,39.62,22.42,6.28,0.63,4.75,0.77,12.14,1.62,4.25,6.23,11.5,515640000000.0,177.27,1.0,129100000000.0,32619999999.999996,8380000000.000001,2.86,80.0,9260000000.0,3.24,75920000000.0,101.35,0.77,23.83,26150000000.0,12460000000.0,0.66,107.79,100.63,6060000.0,2850000000.0,1410000000.0,52.02,30.32,15860000.0,2.55,1.15,14860000.0
0,0,WPO,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WPX,0,0,0,0,4670000000.0,7410000000.0,21.58,14.19,0.19,1.99,1.1,3.15,5.99,9.27,16.84,2.98,5.33,2350000000.0,5.68,27.8,1670000000.0,1240000000.0,216000000.0,0.51,,6000000.0,0.01,2560000000.0,60.26,0.7,10.06,1010000000.0,-732250000.0,2.03,11.04,12.36,7350000.0,422270000.0,417690000.0,1.1,99.7,21880000.0,3.18,5.88,20040000.0
0,0,WTW,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WU,0,0,0,0,8740000000.0,11650000000.0,11.31,10.67,8.78,1.58,,2.1,8.57,14.65,19.81,7.36,,5540000000.0,12.41,-3.8,2290000000.0,1360000000.0,811400000.0,1.8,-19.0,836000000.0,1.94,3630000000.0,,0.33,-0.86,928200000.0,-553360000.0,0.69,19.89,18.76,5810000.0,430710000.0,429180000.0,0.41,105.52,54490000.0,8.27,16.24,52140000.0
0,0,WY,0,0,0,0,19170000000.0,26200000000.0,101.64,27.65,7.85,2.64,2.18,3.61,15.57,2.62,16.46,4.26,2.14,7250000000.0,9.65,-11.9,1880000000.0,1680000000.0,190000000.0,0.25,,259000000.0,0.35,6870000000.0,78.04,1.48,11.82,962000000.0,707120000.0,1.84,24.87,25.23,5130000.0,744770000.0,742680000.0,0.26,79.59,18250000.0,2.71,2.81,12410000.0
0,0,WYN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WYNN,0,0,0,0,13620000000.0,21280000000.0,15.92,16.45,1.5,2.05,6.67,3.2,12.67,13.25,17.02,5.58,81.91,6650000000.0,61.85,-3.7,5070000000.0,1680000000.0,881610000.0,8.15,,1820000000.0,17.07,9350000000.0,487.94,1.19,19.46,1280000000.0,-456330000.0,1.75,119.62,123.55,2000000.0,107660000.0,90600000.0,9.77,75.9,4570000.0,2.52,4.68,4520000.0
0,0,X,0,0,0,0,2330000000.0,4280000000.0000005,2.12,12.75,1.58,0.16,0.56,0.29,2.95,7.92,6.3,5.4,29.99,14530000000.0,82.59,11.1,1870000000.0,1450000000.0,1150000000.0,6.49,200.0,676000000.0,3.92,2630000000.0,62.09,1.48,24.5,1070000000.0000001,-207120000.0,2.76,13.97,18.08,12840000.0,174530000.0,171360000.0,1.26,70.57,25730000.0,2.02,14.94,33720000.0
0,0,XEL,0,0,0,0,31330000000.0,50510000000.0,24.17,21.72,3.71,2.67,2.53,4.31,13.84,10.96,15.84,2.55,10.76,11730000000.0,22.88,6.4,4370000000.0,3650000000.0,1280000000.0,2.51,8.2,139000000.0,0.27,19160000000.0,155.44,0.66,23.95,3030000000.0,-1110000000.0,0.23,59.58,55.42,2850000.0,508660000.0,513360000.0,0.22,77.68,19450000.0,6.02,3.79,14710000.0
0,0,XL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,XLNX,0,0,0,0,29440000000.0,24050000000.0,33.8,26.9,2.33,9.62,10.41,7.86,22.59,29.09,31.39,11.75,34.08,3060000000.0,12.1,29.8,2100000000.0,1060000000.0,889750000.0,3.47,68.2,3180000000.0,12.51,1240000000.0,43.51,8.19,11.27,1090000000.0,784470000.0,1.27,110.11,113.51,4390000.0,251010000.0,253530000.0,0.21,90.47,6020000.0,1.12,2.68,4820000.0
0,0,XOM,0,0,0,0,331970000000.0,374650000000.0,17.82,14.73,1.78,1.2,1.71,1.36,9.99,6.73,7.03,3.43,9.69,275540000000.0,64.53,-5.8,88580000000.0,37510000000.0,18540000000.0,4.34,-49.5,4590000000.0,1.08,44480000000.0,22.46,0.77,45.19,35830000000.0,9800000000.0,1.15,74.97,76.49,10840000.0,4230000000.0000005,4219999999.9999995,0.09,55.56,33100000.0,2.93,0.78,34450000.0
0,0,XRAY,0,0,0,0,13210000000.0,14910000000.0,,21.33,2.3,3.32,2.49,3.75,22.58,-26.48,8.29,2.17,-17.82,3980000000.0,17.81,-1.0,2069999999.9999998,660500000.0,-1050000000.0,-4.72,-51.7,225400000.0,0.96,1730000000.0,33.92,2.06,22.82,474000000.0,403140000.0,0.73,56.44,48.97,1650000.0,233980000.0,233140000.0,0.68,101.72,4750000.0,2.9,2.38,4650000.0
